company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
Chicago Voice And Data Authority Corp.,Chicago,IL,"	60608",CMS,WMBE,Hispanic,Female,"91316	Construction, Communication Equipment, Including Antenna Towers ; 91438	Electrical; 91484	Trade Services, Construction, (Not Otherwise Classified); 91875	Management Consulting; 93900	EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR COMPUTERS, OFFICE, PHOTOGRAPHIC, RADIO AND TELEVISION EQUIPMENT",Chicago Voice And Data Authority Corp.,Chicago,IL,60608,Cook County,WBE,Hispanic American,"Construction:  Voice and Data Cable - Installation and Maintenance; Electrical Contractor; Network Managed Services; Structured, Camera and Security Cabling",Chicago Voice And Data Authority Corp.,Chicago,IL,60608,Cook County,WBE,"Construction:  Voice and Data Cable - Installation and Maintenance; Electrical Contractor; Network Managed Services; Structured, Camera and Security Cabling"
Chicago Voice And Data Authority Corp.,Chicago,IL,"	60608",CMS,WMBE,Hispanic,Female,"91316	Construction, Communication Equipment, Including Antenna Towers ; 91438	Electrical; 91484	Trade Services, Construction, (Not Otherwise Classified); 91875	Management Consulting; 93900	EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR COMPUTERS, OFFICE, PHOTOGRAPHIC, RADIO AND TELEVISION EQUIPMENT",Chicago Voice And Data Authority Corp.,Chicago,IL,60608,Cook County,MBE,Hispanic American,"Construction:  Voice and Data Cable - Installation and Maintenance; Electrical Contractor; Network Managed Services; Structured, Camera and Security Cabling",Chicago Voice And Data Authority Corp.,Chicago,IL,60608,Cook County,WBE,"Construction:  Voice and Data Cable - Installation and Maintenance; Electrical Contractor; Network Managed Services; Structured, Camera and Security Cabling"
Chicagoland Truckin Inc.,Chicago,IL,"	60644",CMS,MBE,Hispanic,Male,"	96286	Transportation of Goods, Shipping and Handling, and Other Freight Services",Chicagoland Truckin Inc.,Chicago,IL,60644,Chicago,MBE,Hispanic/Latino,"NAICS	484220	Dump trucking (e.g., gravel, sand, top-soil); NAICS	484220	Flatbed trucking, local ; NAICS	484220	Gravel hauling, loca; NAICS	484220	Sand hauling, local; NAICS	484220	Top-soil hauling, local",Chicagoland Truckin Inc.,Chicago,IL,60644,Chicago,MBE,"NAICS	484220	Dump trucking (e.g., gravel, sand, top-soil); NAICS	484220	Flatbed trucking, local ; NAICS	484220	Gravel hauling, loca; NAICS	484220	Sand hauling, local; NAICS	484220	Top-soil hauling, local"
"Chirp Design, Inc.",Chicago,IL,"	60642",CMS,WBE,Caucasian,Female,"NIGP	90640	Graphic Design, Architectural Services","Chirp Design, Inc.",Chicago,IL,60642,Chicago,WBE,Caucasian,NAICS CODE 541430 Graphic Design Services,"Chirp Design, Inc.",Chicago,IL,60642,Chicago,WBE,NAICS CODE 541430 Graphic Design Services
CHLORINATING LTD INC.,Chicago,IL,"	60634",CMS,MBE,Hispanic,Male,"92597	Water Supply, Treatment, and Distribution Engineering",CHLORINATING LTD INC.,Chicago,IL,60634,Cook County,MBE,Hispanic American,Construction:  Water Chlorination Contractor and Water Treatment Services,CHLORINATING LTD INC.,Chicago,IL,60634,Cook County,MBE,Construction:  Water Chlorination Contractor and Water Treatment Services
Christy Webber & Company,Chicago,IL,"	60612",CMS,WBE,Caucasian,Female,"Soil Conditioners: Compost, Marine Humus, Sulfur, Synthetic Polymers, Mulch, etc; Pesticides; Snow and Ice Removal Services; Grounds and Roadside Maintenance: Mowing, Edging, Plant, Not Tree Trimming, etc.; Landscaping (Including Design, Fertilizing, Planting, etc. But Not Grounds Maintenance or Tree Trimming Services)",Christy Webber & Company,Chicago,IL,60612,Chicago,WBE,Caucasian,"Established Business Enterprise for NAICS Codes 424910,444220, and 561730 (75% MBE credit from 6/1/2017-5/31/2018, 50% MBE credit from 6/1/2018 - 5/31/2019, 25% MBE credit from 6/1/2019-5/31/2020).  No longer eligible as a MBE as of  6/1/2020. ; ; ; ; Established Business Enterprise for NAICS Code	236118	Addition, alteration and renovation (i.e., construction), residential building ; Addition, alteration and renovation of single-family dwellings; Addition, alteration and renovation, residential building, general contractors; Construction management, residential remodeling; Home improvement (e.g., adding on, remodeling, renovating), single-family housing, general contractors; Remodeling and renovating general contractors, residential; From 09/01/2018 to 08/31/2019 your business will be considered a Participating Established Business Enterprise and 75% of your business's participation in a City Contract shall count for MBE participation.; From 09/01/2019 to 08/31/2020 your business will  be considered a Participating Established Business Enterprise and 50% of your business's participation in a City Contract shall count for MBE participation.; From 09/01/2020 to 08/31/2021 your business will be considered a Participating Established Business Enterprise and 25% of your business's participation in a City Contract shall count for MBE participation.; Effective 09/01/2021 your business will be considered a Non-Participating Established Business Enterprise, and it shall not be eligible to participate in the City's WBE procurement program for work. ; ; ; Established Business Enterprise for NAICS Codes 236118 (75% WBE credit 07/01/2018- 06/30/2019, 50% 07/01/2019-06/30/2020 25% 07/01/2020-06/30/2021  No longer eligible as a WBE as of 07/01/2022",Christy Webber & Company,Chicago,IL,60612,Chicago,WBE,"Established Business Enterprise for NAICS Codes 424910,444220, and 561730 (75% MBE credit from 6/1/2017-5/31/2018, 50% MBE credit from 6/1/2018 - 5/31/2019, 25% MBE credit from 6/1/2019-5/31/2020).  No longer eligible as a MBE as of  6/1/2020. ; ; ; ; Established Business Enterprise for NAICS Code	236118	Addition, alteration and renovation (i.e., construction), residential building ; Addition, alteration and renovation of single-family dwellings; Addition, alteration and renovation, residential building, general contractors; Construction management, residential remodeling; Home improvement (e.g., adding on, remodeling, renovating), single-family housing, general contractors; Remodeling and renovating general contractors, residential; From 09/01/2018 to 08/31/2019 your business will be considered a Participating Established Business Enterprise and 75% of your business's participation in a City Contract shall count for MBE participation.; From 09/01/2019 to 08/31/2020 your business will  be considered a Participating Established Business Enterprise and 50% of your business's participation in a City Contract shall count for MBE participation.; From 09/01/2020 to 08/31/2021 your business will be considered a Participating Established Business Enterprise and 25% of your business's participation in a City Contract shall count for MBE participation.; Effective 09/01/2021 your business will be considered a Non-Participating Established Business Enterprise, and it shall not be eligible to participate in the City's WBE procurement program for work. ; ; ; Established Business Enterprise for NAICS Codes 236118 (75% WBE credit 07/01/2018- 06/30/2019, 50% 07/01/2019-06/30/2020 25% 07/01/2020-06/30/2021  No longer eligible as a WBE as of 07/01/2022"
"Cinco Electric, Inc.",Arlington Heights,IL,"	60005",CMS,MBE,Caucasian,Female,"NIGP	91438	Electrical","Cinco Electric, Inc.",Arlington Heights,IL,60005,Chicago,WBE,Caucasian,NAICS 238210 Electrical contractors,"Cinco Electric, Inc.",Arlington Heights,IL,60005,Chicago,WBE,NAICS 238210 Electrical contractors
Ciscon Group Inc.,Geneva,IL,"	60134",CMS,WMBE,Asian American,Female,Management Consulting; Professional Services (Not Otherwise Classified); ,Ciscon Group Inc.,Geneva,IL,60134,Chicago,MBE,Asian American,541990-Construction estimation services; 541990-Quantity surveyor services,Ciscon Group Inc.,Geneva,IL,60134,Chicago,MBE,541990-Construction estimation services; 541990-Quantity surveyor services
Citta Partnership LLC,Chicago,IL,"	60660",CMS,WMBE,Asian American,Female,"NIGP 91832 Consulting Services (Not Otherwise Classified) ; NIGP 91875 Management Consulting ; NIGP 91876 Marketing Consulting ; NIGP 92040 Programming Services, Computer, Including Mobile Device Applications ; NIGP 95670 Research Services, Other Than Business ; ",Citta Partnership LLC,Chicago,IL,60660,Chicago,WBE,Asian American,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services ; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities  ; NAICS 541910 Marketing Research and Public Opinion Polling",Citta Partnership LLC,Chicago,IL,60660,Chicago,MBE,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services ; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities ; NAICS 541910 Marketing Research and Public Opinion Polling"
Citta Partnership LLC,Chicago,IL,"	60660",CMS,WMBE,Asian American,Female,"NIGP 91832 Consulting Services (Not Otherwise Classified) ; NIGP 91875 Management Consulting ; NIGP 91876 Marketing Consulting ; NIGP 92040 Programming Services, Computer, Including Mobile Device Applications ; NIGP 95670 Research Services, Other Than Business ; ",Citta Partnership LLC,Chicago,IL,60660,Chicago,MBE,Asian American,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services ; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities ; NAICS 541910 Marketing Research and Public Opinion Polling",Citta Partnership LLC,Chicago,IL,60660,Chicago,MBE,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services ; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities ; NAICS 541910 Marketing Research and Public Opinion Polling"
Citta Partnership LLC,Chicago,IL,"	60660",CMS,WMBE,Asian American,Female,"NIGP 91832 Consulting Services (Not Otherwise Classified) ; NIGP 91875 Management Consulting ; NIGP 91876 Marketing Consulting ; NIGP 92040 Programming Services, Computer, Including Mobile Device Applications ; NIGP 95670 Research Services, Other Than Business ; ",Citta Partnership LLC,Chicago,IL,60660,Chicago,WBE,Asian American,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services ; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities  ; NAICS 541910 Marketing Research and Public Opinion Polling",Citta Partnership LLC,Chicago,IL,60660,Chicago,WBE,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services ; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities  ; NAICS 541910 Marketing Research and Public Opinion Polling"
Citta Partnership LLC,Chicago,IL,"	60660",CMS,WMBE,Asian American,Female,"NIGP 91832 Consulting Services (Not Otherwise Classified) ; NIGP 91875 Management Consulting ; NIGP 91876 Marketing Consulting ; NIGP 92040 Programming Services, Computer, Including Mobile Device Applications ; NIGP 95670 Research Services, Other Than Business ; ",Citta Partnership LLC,Chicago,IL,60660,Chicago,MBE,Asian American,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services ; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities ; NAICS 541910 Marketing Research and Public Opinion Polling",Citta Partnership LLC,Chicago,IL,60660,Chicago,WBE,"NAICS 541511 Custom Computer Programming Services ; NAICS 541611 Administrative and General management Consulting Services; NAICS 541613 Marketing consulting services ; NAICS 541614 Process, Physical Distribution, and Logistics Consulting Services ; NAICS 541690 Other Scientific and Technical Consulting Services; NAICS 541720 Research and Development in the Social Sciences and Humanities  ; NAICS 541910 Marketing Research and Public Opinion Polling"
"City Escape Garden & Design, LLC",Chicago,IL,"	60612",CMS,WBE,Hispanic,Female,"NIGP	59500	NURSERY (PLANTS) STOCK, EQUIPMENT, AND SUPPLIES; NIGP	59540	Nursery, Greenhouse and Floral Supplies: Labels, Planters, Pots, Tags, Trellises, etc.; NIGP	96872	Snow and Ice Removal Services; NIGP	98852	Landscaping, Including Design, Fertilizing, Planting, etc., Not Grounds Maintenance or Tree Trimming Services","City Escape Garden & Design, LLC",Chicago,IL,60612,Chicago,WBE,Caucasian,"NAICS 424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers; NAICS 444220 - Garden centers; NAICS 541320 - Landscape architectural services; NAICS 561730 - Landscaping services (except planning) ; NAICS 561790 - Snow plowing driveways and parking lots (i.e., not combined with any other service)","City Escape Garden & Design, LLC",Chicago,IL,60612,Chicago,DBE,"NAICS 424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers; NAICS 444220 - Garden centers; NAICS 541320 - Landscape architectural services; NAICS 561730 - Landscaping services (except planning) ; NAICS 561790 - Snow plowing driveways and parking lots (i.e., not combined with any other service)"
"City Escape Garden & Design, LLC",Chicago,IL,"	60612",CMS,WBE,Hispanic,Female,"NIGP	59500	NURSERY (PLANTS) STOCK, EQUIPMENT, AND SUPPLIES; NIGP	59540	Nursery, Greenhouse and Floral Supplies: Labels, Planters, Pots, Tags, Trellises, etc.; NIGP	96872	Snow and Ice Removal Services; NIGP	98852	Landscaping, Including Design, Fertilizing, Planting, etc., Not Grounds Maintenance or Tree Trimming Services","City Escape Garden & Design, LLC",Chicago,IL,60612,Chicago,WBE,Caucasian,"NAICS 424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers; NAICS 444220 - Garden centers; NAICS 541320 - Landscape architectural services; NAICS 561730 - Landscaping services (except planning) ; NAICS 561790 - Snow plowing driveways and parking lots (i.e., not combined with any other service)","City Escape Garden & Design, LLC",Chicago,IL,60612,Chicago,WBE,"NAICS 424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers; NAICS 444220 - Garden centers; NAICS 541320 - Landscape architectural services; NAICS 561730 - Landscaping services (except planning) ; NAICS 561790 - Snow plowing driveways and parking lots (i.e., not combined with any other service)"
