"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"Sperry Management, LLC","Chicago","IL",60611,"Chicago","MBE","African American","531120 - Lessors of nonresidential buildings (except miniwarehouses); 531210 - Offices of Real Estate Agents and Brokers; 531312 - Nonresidential property managing; 531390 - Other Activities Related to Real Estate; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 561110 - Office administration services; 722310 - Food concession contractors (e.g., convention facilities, entertainment facilities, sporting facilities)"
"Spirit Wrecking & Excavation, Inc.","Chicago","IL",60615,"Chicago","MBE","African American","238910 - Demolition contractor; 238910 - Excavation contractors; 484230 - Specialized Freight (except Used Goods) Trucking, Long-Distance; 488490 - Snow removal, highway"
"SPLH, Inc","Chicago","IL",60615,"Chicago","MBE","African American","711510 - Journalists, independent (freelance); 711510 - Speakers, independent"
"SPLH, Inc","Chicago","IL",60615,"Chicago","MBE","African American","711510 - Journalists, independent (freelance); 711510 - Speakers, independent"
"SPORTS AND ORTHO P.C","Northbrook","IL",60062,"Chicago","WBE","Caucasian","621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists"
"SPOTLESS CLEANING CHICAGO, LTD","CHICAGO","IL",60629,"Chicago","MBE","Hispanic/Latino","561720 - Janitorial services"
"Spotlight Cleaning Service Inc.","Hazel Crest","IL",60429,"Chicago","MBE","African American","238990 - Cleaning new building interiors immediately after construction; 561720 - Building cleaning services, janitorial; 561720 - Cleaning offices; 561720 - Janitorial services; 561740 - Carpet cleaning services"
"Studio AH, LLC","Chicago","IL",60610,"Cook County","WBE","Caucasian","541310 - Architectural Services"
"SpotzCity, LLC","Chicago","IL",60643,"Chicago","WBE","African American","541611 - Administrative Management and General Management Consulting Services; 541612 - Human resource consulting services; 541613 - Marketing consulting services; 561110 - Office administration services; 611430 - Professional and Management Development Training"
"Spring-align Of Palatine","Palatine","IL",60074,"Cook County","WBE","Caucasian","441310 - Parts and accessories dealers, automotive; 811118 - Other Automotive Mechanical and Electrical Repair and Maintenance"
"SQN Associates, LLC","Chicago","IL",60602,"Chicago","WBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237110 - Construction management, water and sewer line; 237120 - Construction management, oil and gas pipeline; 237130 - Construction management, power and communication transmission line; 237310 - Construction management, highway, road, street and bridge; 237990 - Construction management, mass transit; 541330 - Engineering services; 541611 - General management consulting services"
"SQN Associates, LLC","Chicago","IL",60602,"Chicago","MBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237110 - Construction management, water and sewer line; 237120 - Construction management, oil and gas pipeline; 237130 - Construction management, power and communication transmission line; 237310 - Construction management, highway, road, street and bridge; 237990 - Construction management, mass transit; 541330 - Engineering services; 541611 - General management consulting services"
"SQN Associates, LLC","Chicago","IL",60602,"Chicago","WBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237110 - Construction management, water and sewer line; 237120 - Construction management, oil and gas pipeline; 237130 - Construction management, power and communication transmission line; 237310 - Construction management, highway, road, street and bridge; 237990 - Construction management, mass transit; 541330 - Engineering services; 541611 - General management consulting services"
"SQN Associates, LLC","Chicago","IL",60602,"Chicago","MBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237110 - Construction management, water and sewer line; 237120 - Construction management, oil and gas pipeline; 237130 - Construction management, power and communication transmission line; 237310 - Construction management, highway, road, street and bridge; 237990 - Construction management, mass transit; 541330 - Engineering services; 541611 - General management consulting services"
"SR TRUCKING INC.","EVANSTON","IL",60203,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Trucking, specialized freight (except used goods), local"
"SRS SERVICES GROUP","Chicago","IL",60602,"Chicago","MBE","African American","423850 - Locksmith equipment and supplies merchant wholesalers; 561622 - Locksmith services"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","WBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","MBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Steiner Security Services, Inc.","Crestwood","IL",60418,"Cook County","WBE","African-American (Black)","5616 - Investigation and Security Services; 561612 - Security guard services; 561612 - Security guards and patrol services"
"Steiner Security Services, Inc.","Crestwood","IL",60418,"Cook County","MBE","African-American (Black)","5616 - Investigation and Security Services; 561612 - Security guard services; 561612 - Security guards and patrol services"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","WBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","MBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","WBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Star & Crest Decorating, Inc.","Chicago","IL",60649,"Chicago","MBE","African American","236118 - Residential Remodelers; 238150 - Glass installation (except automotive) contractors; 238310 - Drywall contractors; 238310 - Insulation contractors; 238320 - Painting (except roof) contractors; 238320 - Paperhanging and removal contractors; 238330 - Flooring Contractors; 238350 - Finish carpentry"
"Star Detective & Security Agency Incorporated","Chicago","IL",60619,"Chicago","WBE","African American","561612 - Security guards and patrol services"
"Star Detective & Security Agency Incorporated","Chicago","IL",60619,"Chicago","MBE","African American","561612 - Security guards and patrol services"
"Star Detective & Security Agency Incorporated","Chicago","IL",60619,"Chicago","WBE","African American","561612 - Security guards and patrol services"
"Star Detective & Security Agency Incorporated","Chicago","IL",60619,"Chicago","MBE","African American","561612 - Security guards and patrol services"
"Starfield Road LLC","Oak Park","IL",60302,"Chicago","MBE","African American","531390 - Consultants', real estate (except appraisers), offices; 531390 - Real estate asset management services (except property management); 531390 - Real estate consultants' (except agents, appraisers) offices; 541620 - Environmental consulting services"
"Starr Design Associates, Inc.","Chicago","IL",60657,"Cook County","WBE","Caucasian","541410 - Interior design services"
"Statewide Security and Safety, Inc.","Chicago","IL",60620,"Chicago","VBE","African American","561611 - Investigation Services; 561612 - Security guards and patrol services; 611519 - Security guard training"
"Statewide Security and Safety, Inc.","Chicago","IL",60620,"Chicago","MBE","African American","561611 - Investigation Services; 561612 - Security guards and patrol services; 611519 - Security guard training"
